proname|args|rettype|provolatile|proleakproof
regdictionarysend|{regdictionary}|bytea|i|f
regexeqjoinsel|{internal,internal,oid,int2,internal}|float8|s|f
regexeqsel|{int4,internal,oid,internal}|float8|s|f
regexnejoinsel|{internal,internal,oid,internal,int2}|float8|s|f
regexnesel|{oid,int4,internal,internal}|float8|s|f
regexp_match|{text,text}|_text|i|f
regexp_match|{text,text,text}|_text|i|f
regexp_matches|{text,text}|_text|i|f
regexp_matches|{text,text,text}|_text|i|f
regexp_replace|{text,text,text}|text|i|f
regexp_replace|{text,text,text,text}|text|i|f
regexp_split_to_array|{text,text}|_text|i|f
regexp_split_to_array|{text,text,text}|_text|i|f
regexp_split_to_table|{text,text}|text|i|f
regexp_split_to_table|{text,text,text}|text|i|f
regnamespacein|{cstring}|regnamespace|s|f
regnamespaceout|{regnamespace}|cstring|s|f
regnamespacerecv|{internal}|regnamespace|i|f
regnamespacesend|{regnamespace}|bytea|i|f
regoperatorin|{cstring}|regoperator|s|f
regoperatorout|{regoperator}|cstring|s|f
regoperatorrecv|{internal}|regoperator|i|f
regoperatorsend|{regoperator}|bytea|i|f
regoperin|{cstring}|regoper|s|f
regoperout|{regoper}|cstring|s|f
regoperrecv|{internal}|regoper|i|f
regopersend|{regoper}|bytea|i|f
regprocedurein|{cstring}|regprocedure|s|f
regprocedureout|{regprocedure}|cstring|s|f
regprocedurerecv|{internal}|regprocedure|i|f
regproceduresend|{regprocedure}|bytea|i|f
regprocin|{cstring}|regproc|s|f
regprocout|{regproc}|cstring|s|f
regprocrecv|{internal}|regproc|i|f
regprocsend|{regproc}|bytea|i|f
regr_avgx|{float8,float8}|float8|i|f
regr_avgy|{float8,float8}|float8|i|f
regr_count|{float8,float8}|int8|i|f
regr_intercept|{float8,float8}|float8|i|f
regr_r2|{float8,float8}|float8|i|f
regr_slope|{float8,float8}|float8|i|f
regr_sxx|{float8,float8}|float8|i|f
regr_sxy|{float8,float8}|float8|i|f
regr_syy|{float8,float8}|float8|i|f
regrolein|{cstring}|regrole|s|f
regroleout|{regrole}|cstring|s|f
regrolerecv|{internal}|regrole|i|f
regrolesend|{regrole}|bytea|i|f
regtypein|{cstring}|regtype|s|f
regtypeout|{regtype}|cstring|s|f
regtyperecv|{internal}|regtype|i|f
regtypesend|{regtype}|bytea|i|f
repeat|{int4,text}|text|i|f
replace|{text,text,text}|text|i|f
reverse|{text}|text|i|f
right|{int4,text}|text|i|f
round|{float8}|float8|i|f
round|{numeric}|numeric|i|f
round|{numeric,int4}|numeric|i|f
row_security_active|{oid}|bool|s|f
row_security_active|{text}|bool|s|f
row_to_json|{record}|json|s|f
row_to_json|{record,bool}|json|s|f
rpad|{int4,text}|text|i|f
rpad|{text,int4,text}|text|i|f
rtrim|{text}|text|i|f
rtrim|{text,text}|text|i|f
satisfies_hash_partition|{int4,int4,oid,any}|bool|i|f
scalargejoinsel|{int2,internal,internal,oid,internal}|float8|s|f
scalargesel|{internal,internal,int4,oid}|float8|s|f
scalargtjoinsel|{internal,oid,internal,int2,internal}|float8|s|f
scalargtsel|{int4,internal,oid,internal}|float8|s|f
scalarlejoinsel|{oid,internal,internal,int2,internal}|float8|s|f
scalarlesel|{int4,internal,oid,internal}|float8|s|f
scalarltjoinsel|{internal,int2,internal,internal,oid}|float8|s|f
scalarltsel|{internal,int4,internal,oid}|float8|s|f
scale|{numeric}|int4|i|f
schema_to_xml|{bool,name,bool,text}|xml|s|f
schema_to_xml_and_xmlschema|{bool,bool,text,name}|xml|s|f
schema_to_xmlschema|{name,bool,bool,text}|xml|s|f
set_bit|{int4,bit,int4}|bit|i|f
set_bit|{int4,bytea,int4}|bytea|i|f
set_byte|{int4,int4,bytea}|bytea|i|f
set_config|{bool,text,text}|text|v|f
set_masklen|{int4,cidr}|cidr|i|f
set_masklen|{int4,inet}|inet|i|f
setseed|{float8}|void|v|f
setval|{bool,regclass,int8}|int8|v|f
setval|{int8,regclass}|int8|v|f
setweight|{char,_text,tsvector}|tsvector|i|f
setweight|{char,tsvector}|tsvector|i|f
sha224|{bytea}|bytea|i|t
sha256|{bytea}|bytea|i|t
sha384|{bytea}|bytea|i|t
sha512|{bytea}|bytea|i|t
shell_in|{cstring}|opaque|i|f
shell_out|{opaque}|cstring|i|f
shift_jis_2004_to_euc_jis_2004|{cstring,int4,int4,internal,int4}|void|i|f
shift_jis_2004_to_utf8|{int4,int4,internal,cstring,int4}|void|i|f
shobj_description|{oid,name}|text|s|f
sign|{float8}|float8|i|f
sign|{numeric}|numeric|i|f
similar_escape|{text,text}|text|i|f
sin|{float8}|float8|i|f
sind|{float8}|float8|i|f
sinh|{float8}|float8|i|f
sjis_to_euc_jp|{int4,int4,cstring,internal,int4}|void|i|f
sjis_to_mic|{int4,cstring,internal,int4,int4}|void|i|f
sjis_to_utf8|{internal,int4,int4,cstring,int4}|void|i|f
slope|{point,point}|float8|i|f
spg_bbox_quad_config|{internal,internal}|void|i|f
spg_box_quad_choose|{internal,internal}|void|i|f
spg_box_quad_config|{internal,internal}|void|i|f
spg_box_quad_inner_consistent|{internal,internal}|void|i|f
spg_box_quad_leaf_consistent|{internal,internal}|bool|i|f
spg_box_quad_picksplit|{internal,internal}|void|i|f
spg_kd_choose|{internal,internal}|void|i|f
spg_kd_config|{internal,internal}|void|i|f
spg_kd_inner_consistent|{internal,internal}|void|i|f
spg_kd_picksplit|{internal,internal}|void|i|f
spg_poly_quad_compress|{polygon}|box|i|f
spg_quad_choose|{internal,internal}|void|i|f
spg_quad_config|{internal,internal}|void|i|f
spg_quad_inner_consistent|{internal,internal}|void|i|f
spg_quad_leaf_consistent|{internal,internal}|bool|i|f
spg_quad_picksplit|{internal,internal}|void|i|f
spg_range_quad_choose|{internal,internal}|void|i|f
spg_range_quad_config|{internal,internal}|void|i|f
spg_range_quad_inner_consistent|{internal,internal}|void|i|f
spg_range_quad_leaf_consistent|{internal,internal}|bool|i|f
spg_range_quad_picksplit|{internal,internal}|void|i|f
spg_text_choose|{internal,internal}|void|i|f
spg_text_config|{internal,internal}|void|i|f
spg_text_inner_consistent|{internal,internal}|void|i|f
spg_text_leaf_consistent|{internal,internal}|bool|i|f
spg_text_picksplit|{internal,internal}|void|i|f
spghandler|{internal}|index_am_handler|v|f
spheroid_in|{cstring}|spheroid|i|f
spheroid_out|{spheroid}|cstring|i|f
split_part|{int4,text,text}|text|i|f
sqrt|{float8}|float8|i|f
sqrt|{numeric}|numeric|i|f
st_3dclosestpoint|{geometry,geometry}|geometry|i|f
st_3ddfullywithin|{geometry,geometry,float8}|bool|i|f
st_3ddistance|{geometry,geometry}|float8|i|f
st_3ddwithin|{geometry,geometry,float8}|bool|i|f
st_3dextent|{geometry}|box3d|i|f
st_3dintersects|{geometry,geometry}|bool|i|f
st_3dlength|{geometry}|float8|i|f
st_3dlineinterpolatepoint|{geometry,float8}|geometry|i|f
st_3dlongestline|{geometry,geometry}|geometry|i|f
st_3dmakebox|{geometry,geometry}|box3d|i|f
st_3dmaxdistance|{geometry,geometry}|float8|i|f
st_3dperimeter|{geometry}|float8|i|f
st_3dshortestline|{geometry,geometry}|geometry|i|f
st_addmeasure|{geometry,float8,float8}|geometry|i|f
st_addpoint|{geometry,geometry}|geometry|i|f
st_addpoint|{geometry,geometry,int4}|geometry|i|f
st_affine|{float8,geometry,float8,float8,float8,float8,float8}|geometry|i|f
st_affine|{geometry,float8,float8,float8,float8,float8,float8,float8,float8,float8,float8,float8,float8}|geometry|i|f
st_angle|{geometry,geometry}|float8|i|f
st_angle|{geometry,geometry,geometry,geometry}|float8|i|f
st_area|{geography,bool}|float8|i|f
st_area|{geometry}|float8|i|f
st_area|{text}|float8|i|f
st_area2d|{geometry}|float8|i|f
st_asbinary|{geography}|bytea|i|f
st_asbinary|{geometry}|bytea|i|f
st_asbinary|{geometry,text}|bytea|i|f
st_asbinary|{text,geography}|bytea|i|f
st_asencodedpolyline|{geometry,int4}|text|i|f
st_asewkb|{geometry}|bytea|i|f
st_asewkb|{geometry,text}|bytea|i|f
st_asewkt|{geography}|text|i|f
st_asewkt|{geometry}|text|i|f
st_asewkt|{text}|text|i|f
st_asgeobuf|{anyelement}|bytea|i|f
st_asgeobuf|{anyelement,text}|bytea|i|f
st_asgeojson|{geography,int4,int4}|text|i|f
st_asgeojson|{geometry,int4,int4}|text|i|f
st_asgeojson|{record,text,int4,bool}|text|s|f
st_asgeojson|{text}|text|i|f
st_asgml|{geography,int4,int4,text,text}|text|i|f
st_asgml|{geometry,int4,int4}|text|i|f
st_asgml|{int4,geography,int4,int4,text,text}|text|i|f
st_asgml|{int4,geometry,int4,int4,text,text}|text|i|f
st_asgml|{text}|text|i|f
st_ashexewkb|{geometry}|text|i|f
st_ashexewkb|{geometry,text}|text|i|f
st_askml|{geography,int4,text}|text|i|f
st_askml|{geometry,int4,text}|text|i|f
st_askml|{text}|text|i|f
st_aslatlontext|{geometry,text}|text|i|f
st_asmvt|{anyelement}|bytea|i|f
st_asmvt|{anyelement,text}|bytea|i|f
st_asmvt|{anyelement,text,int4}|bytea|i|f
st_asmvt|{anyelement,text,int4,text}|bytea|i|f
st_asmvt|{anyelement,text,int4,text,text}|bytea|i|f
st_asmvtgeom|{geometry,box2d,int4,int4,bool}|geometry|i|f
st_assvg|{geography,int4,int4}|text|i|f
st_assvg|{geometry,int4,int4}|text|i|f
st_assvg|{text}|text|i|f
st_astext|{geography}|text|i|f
st_astext|{geography,int4}|text|i|f
st_astext|{geometry}|text|i|f
st_astext|{geometry,int4}|text|i|f
st_astext|{text}|text|i|f
st_astwkb|{_geometry,_int8,int4,int4,int4,bool,bool}|bytea|i|f
st_astwkb|{int4,geometry,int4,int4,bool,bool}|bytea|i|f
st_asx3d|{geometry,int4,int4}|text|i|f
st_azimuth|{geography,geography}|float8|i|f
st_azimuth|{geometry,geometry}|float8|i|f
st_bdmpolyfromtext|{text,int4}|geometry|i|f
st_bdpolyfromtext|{text,int4}|geometry|i|f
st_boundary|{geometry}|geometry|i|f
st_boundingdiagonal|{geometry,bool}|geometry|i|f
st_box2dfromgeohash|{text,int4}|box2d|i|f
st_buffer|{geography,float8}|geography|i|f
st_buffer|{geography,float8,int4}|geography|i|f
st_buffer|{geography,float8,text}|geography|i|f
st_buffer|{geometry,float8,int4}|geometry|i|f
st_buffer|{geometry,float8,text}|geometry|i|f
st_buffer|{text,float8}|geometry|i|f
st_buffer|{text,float8,int4}|geometry|i|f
st_buffer|{text,float8,text}|geometry|i|f
st_buildarea|{geometry}|geometry|i|f
st_centroid|{geography,bool}|geography|i|f
st_centroid|{geometry}|geometry|i|f
st_centroid|{text}|geometry|i|f
st_chaikinsmoothing|{geometry,int4,bool}|geometry|i|f
st_cleangeometry|{geometry}|geometry|i|f
st_clipbybox2d|{geometry,box2d}|geometry|i|f
st_closestpoint|{geometry,geometry}|geometry|i|f
st_closestpointofapproach|{geometry,geometry}|float8|i|f
st_clusterdbscan|{geometry,float8,int4}|int4|i|f
st_clusterintersecting|{_geometry}|_geometry|i|f
st_clusterintersecting|{geometry}|_geometry|i|f
st_clusterkmeans|{geometry,int4}|int4|v|f
st_clusterwithin|{_geometry,float8}|_geometry|i|f
st_clusterwithin|{geometry,float8}|_geometry|i|f
st_collect|{_geometry}|geometry|i|f
st_collect|{geometry}|geometry|i|f
st_collect|{geometry,geometry}|geometry|i|f
st_collectionextract|{geometry,int4}|geometry|i|f
st_collectionhomogenize|{geometry}|geometry|i|f
st_combinebbox|{box2d,geometry}|box2d|i|f
st_combinebbox|{box3d,box3d}|box3d|i|f
st_combinebbox|{box3d,geometry}|box3d|i|f
st_concavehull|{geometry,float8,bool}|geometry|i|f
st_contains|{geometry,geometry}|bool|i|f
st_containsproperly|{geometry,geometry}|bool|i|f
st_convexhull|{geometry}|geometry|i|f
st_coorddim|{geometry}|int2|i|f
st_coveredby|{geography,geography}|bool|i|f
st_coveredby|{geometry,geometry}|bool|i|f
st_coveredby|{text,text}|bool|i|f
st_covers|{geography,geography}|bool|i|f
st_covers|{geometry,geometry}|bool|i|f
st_covers|{text,text}|bool|i|f
st_cpawithin|{geometry,geometry,float8}|bool|i|f
st_crosses|{geometry,geometry}|bool|i|f
st_curvetoline|{float8,int4,geometry,int4}|geometry|i|f
st_delaunaytriangles|{geometry,float8,int4}|geometry|i|f
st_dfullywithin|{geometry,geometry,float8}|bool|i|f
st_difference|{geometry,geometry}|geometry|i|f
st_dimension|{geometry}|int4|i|f
st_disjoint|{geometry,geometry}|bool|i|f
st_distance|{geography,geography,bool}|float8|i|f
st_distance|{geometry,geometry}|float8|i|f
st_distance|{text,text}|float8|i|f
st_distancecpa|{geometry,geometry}|float8|i|f
st_distancesphere|{geometry,geometry}|float8|i|f
st_distancespheroid|{geometry,spheroid,geometry}|float8|i|f
st_dump|{geometry}|geometry_dump|i|f
st_dumppoints|{geometry}|geometry_dump|i|f
st_dumprings|{geometry}|geometry_dump|i|f
st_dwithin|{geography,bool,geography,float8}|bool|i|f
st_dwithin|{geometry,geometry,float8}|bool|i|f
st_dwithin|{text,float8,text}|bool|i|f
st_endpoint|{geometry}|geometry|i|f
st_envelope|{geometry}|geometry|i|f
st_equals|{geometry,geometry}|bool|i|f
st_estimatedextent|{text,text}|box2d|s|f
st_estimatedextent|{text,text,text}|box2d|s|f
st_estimatedextent|{text,text,text,bool}|box2d|s|f
st_expand|{box2d,float8}|box2d|i|f
st_expand|{box2d,float8,float8}|box2d|i|f
st_expand|{box3d,float8,float8,float8}|box3d|i|f
st_expand|{float8,box3d}|box3d|i|f
st_expand|{geometry,float8}|geometry|i|f
st_expand|{geometry,float8,float8,float8,float8}|geometry|i|f
st_extent|{geometry}|box2d|i|f
st_exteriorring|{geometry}|geometry|i|f
st_filterbym|{geometry,float8,float8,bool}|geometry|i|f
st_findextent|{text,text}|box2d|s|f
st_findextent|{text,text,text}|box2d|s|f
st_flipcoordinates|{geometry}|geometry|i|f
st_force2d|{geometry}|geometry|i|f
st_force3d|{geometry}|geometry|i|f
st_force3dm|{geometry}|geometry|i|f
st_force3dz|{geometry}|geometry|i|f
st_force4d|{geometry}|geometry|i|f
st_forcecollection|{geometry}|geometry|i|f
st_forcecurve|{geometry}|geometry|i|f
st_forcepolygonccw|{geometry}|geometry|i|f
st_forcepolygoncw|{geometry}|geometry|i|f
st_forcerhr|{geometry}|geometry|i|f
st_forcesfs|{geometry}|geometry|i|f
st_forcesfs|{text,geometry}|geometry|i|f
st_frechetdistance|{geometry,geometry,float8}|float8|i|f
st_generatepoints|{geometry,int4}|geometry|v|f
st_generatepoints|{geometry,int4,int4}|geometry|i|f
st_geogfromtext|{text}|geography|i|f
st_geogfromwkb|{bytea}|geography|i|f
st_geographyfromtext|{text}|geography|i|f
st_geohash|{geometry,int4}|text|i|f
st_geohash|{int4,geography}|text|i|f
st_geomcollfromtext|{text}|geometry|i|f
st_geomcollfromtext|{text,int4}|geometry|i|f
st_geomcollfromwkb|{bytea}|geometry|i|f
st_geomcollfromwkb|{bytea,int4}|geometry|i|f
st_geometricmedian|{geometry,float8,int4,bool}|geometry|i|f
st_geometryfromtext|{text}|geometry|i|f
st_geometryfromtext|{text,int4}|geometry|i|f
st_geometryn|{geometry,int4}|geometry|i|f
st_geometrytype|{geometry}|text|i|f
st_geomfromewkb|{bytea}|geometry|i|f
st_geomfromewkt|{text}|geometry|i|f
st_geomfromgeohash|{text,int4}|geometry|i|f
st_geomfromgeojson|{json}|geometry|i|f
st_geomfromgeojson|{jsonb}|geometry|i|f
st_geomfromgeojson|{text}|geometry|i|f
st_geomfromgml|{text}|geometry|i|f
st_geomfromgml|{text,int4}|geometry|i|f
st_geomfromkml|{text}|geometry|i|f
st_geomfromtext|{text}|geometry|i|f
st_geomfromtext|{text,int4}|geometry|i|f
st_geomfromtwkb|{bytea}|geometry|i|f
st_geomfromwkb|{bytea}|geometry|i|f
st_geomfromwkb|{bytea,int4}|geometry|i|f
st_gmltosql|{text}|geometry|i|f
st_gmltosql|{text,int4}|geometry|i|f
st_hasarc|{geometry}|bool|i|f
st_hausdorffdistance|{geometry,geometry}|float8|i|f
st_hausdorffdistance|{geometry,geometry,float8}|float8|i|f
st_interiorringn|{geometry,int4}|geometry|i|f
st_interpolatepoint|{geometry,geometry}|float8|i|f
st_intersection|{geography,geography}|geography|i|f
st_intersection|{geometry,geometry}|geometry|i|f
st_intersection|{text,text}|geometry|i|f
st_intersects|{geography,geography}|bool|i|f
st_intersects|{geometry,geometry}|bool|i|f
st_intersects|{text,text}|bool|i|f
st_isclosed|{geometry}|bool|i|f
st_iscollection|{geometry}|bool|i|f
st_isempty|{geometry}|bool|i|f
st_ispolygonccw|{geometry}|bool|i|f
st_ispolygoncw|{geometry}|bool|i|f
st_isring|{geometry}|bool|i|f
st_issimple|{geometry}|bool|i|f
st_isvalid|{geometry}|bool|i|f
st_isvalid|{geometry,int4}|bool|i|f
st_isvaliddetail|{geometry,int4}|valid_detail|i|f
st_isvalidreason|{geometry}|text|i|f
st_isvalidreason|{geometry,int4}|text|i|f
st_isvalidtrajectory|{geometry}|bool|i|f
st_length|{geography,bool}|float8|i|f
st_length|{geometry}|float8|i|f
st_length|{text}|float8|i|f
st_length2d|{geometry}|float8|i|f
st_length2dspheroid|{geometry,spheroid}|float8|i|f
st_lengthspheroid|{spheroid,geometry}|float8|i|f
st_linecrossingdirection|{geometry,geometry}|int4|i|f
st_linefromencodedpolyline|{text,int4}|geometry|i|f
st_linefrommultipoint|{geometry}|geometry|i|f
st_linefromtext|{text}|geometry|i|f
st_linefromtext|{text,int4}|geometry|i|f
st_linefromwkb|{bytea}|geometry|i|f
st_linefromwkb|{bytea,int4}|geometry|i|f
st_lineinterpolatepoint|{geometry,float8}|geometry|i|f
st_lineinterpolatepoints|{geometry,float8,bool}|geometry|i|f
st_linelocatepoint|{geometry,geometry}|float8|i|f
st_linemerge|{geometry}|geometry|i|f
st_linestringfromwkb|{bytea}|geometry|i|f
st_linestringfromwkb|{bytea,int4}|geometry|i|f
st_linesubstring|{geometry,float8,float8}|geometry|i|f
st_linetocurve|{geometry}|geometry|i|f
st_locatealong|{geometry,float8,float8}|geometry|i|f
st_locatebetween|{geometry,float8,float8,float8}|geometry|i|f
st_locatebetweenelevations|{float8,float8,geometry}|geometry|i|f
st_longestline|{geometry,geometry}|geometry|i|f
st_m|{geometry}|float8|i|f
st_makebox2d|{geometry,geometry}|box2d|i|f
st_makeenvelope|{int4,float8,float8,float8,float8}|geometry|i|f
st_makeline|{_geometry}|geometry|i|f
st_makeline|{geometry}|geometry|i|f
st_makeline|{geometry,geometry}|geometry|i|f
st_makepoint|{float8,float8}|geometry|i|f
st_makepoint|{float8,float8,float8}|geometry|i|f
st_makepoint|{float8,float8,float8,float8}|geometry|i|f
st_makepointm|{float8,float8,float8}|geometry|i|f
st_makepolygon|{geometry}|geometry|i|f
st_makepolygon|{geometry,_geometry}|geometry|i|f
st_makevalid|{geometry}|geometry|i|f
st_maxdistance|{geometry,geometry}|float8|i|f
st_memcollect|{geometry}|geometry|i|f
st_memsize|{geometry}|int4|i|f
st_memunion|{geometry}|geometry|i|f
st_minimumboundingcircle|{geometry,int4}|geometry|i|f
st_minimumboundingradius|{geometry}|record|i|f
st_minimumclearance|{geometry}|float8|i|f
st_minimumclearanceline|{geometry}|geometry|i|f
st_mlinefromtext|{text}|geometry|i|f
st_mlinefromtext|{text,int4}|geometry|i|f
st_mlinefromwkb|{bytea}|geometry|i|f
st_mlinefromwkb|{bytea,int4}|geometry|i|f
st_mpointfromtext|{text}|geometry|i|f
st_mpointfromtext|{text,int4}|geometry|i|f
st_mpointfromwkb|{bytea}|geometry|i|f
st_mpointfromwkb|{bytea,int4}|geometry|i|f
st_mpolyfromtext|{text}|geometry|i|f
st_mpolyfromtext|{text,int4}|geometry|i|f
st_mpolyfromwkb|{bytea}|geometry|i|f
st_mpolyfromwkb|{bytea,int4}|geometry|i|f
st_multi|{geometry}|geometry|i|f
st_multilinefromwkb|{bytea}|geometry|i|f
st_multilinestringfromtext|{text}|geometry|i|f
st_multilinestringfromtext|{text,int4}|geometry|i|f
st_multipointfromtext|{text}|geometry|i|f
st_multipointfromwkb|{bytea}|geometry|i|f
st_multipointfromwkb|{bytea,int4}|geometry|i|f
st_multipolyfromwkb|{bytea}|geometry|i|f
st_multipolyfromwkb|{bytea,int4}|geometry|i|f
st_multipolygonfromtext|{text}|geometry|i|f
st_multipolygonfromtext|{text,int4}|geometry|i|f
st_ndims|{geometry}|int2|i|f
st_node|{geometry}|geometry|i|f
st_normalize|{geometry}|geometry|i|f
st_npoints|{geometry}|int4|i|f
st_nrings|{geometry}|int4|i|f
st_numgeometries|{geometry}|int4|i|f
st_numinteriorring|{geometry}|int4|i|f
st_numinteriorrings|{geometry}|int4|i|f
st_numpatches|{geometry}|int4|i|f
st_numpoints|{geometry}|int4|i|f
st_offsetcurve|{geometry,float8,text}|geometry|i|f
st_orderingequals|{geometry,geometry}|bool|i|f
st_orientedenvelope|{geometry}|geometry|i|f
st_overlaps|{geometry,geometry}|bool|i|f
st_patchn|{geometry,int4}|geometry|i|f
st_perimeter|{geography,bool}|float8|i|f
st_perimeter|{geometry}|float8|i|f
st_perimeter2d|{geometry}|float8|i|f
st_point|{float8,float8}|geometry|i|f
st_pointfromgeohash|{text,int4}|geometry|i|f
st_pointfromtext|{text}|geometry|i|f
st_pointfromtext|{text,int4}|geometry|i|f
st_pointfromwkb|{bytea}|geometry|i|f
st_pointfromwkb|{bytea,int4}|geometry|i|f
st_pointinsidecircle|{float8,float8,geometry,float8}|bool|i|f
st_pointn|{geometry,int4}|geometry|i|f
st_pointonsurface|{geometry}|geometry|i|f
st_points|{geometry}|geometry|i|f
st_polyfromtext|{text}|geometry|i|f
st_polyfromtext|{text,int4}|geometry|i|f
st_polyfromwkb|{bytea}|geometry|i|f
st_polyfromwkb|{bytea,int4}|geometry|i|f
st_polygon|{int4,geometry}|geometry|i|f
st_polygonfromtext|{text}|geometry|i|f
st_polygonfromtext|{text,int4}|geometry|i|f
st_polygonfromwkb|{bytea}|geometry|i|f
st_polygonfromwkb|{bytea,int4}|geometry|i|f
st_polygonize|{_geometry}|geometry|i|f
st_polygonize|{geometry}|geometry|i|f
st_project|{geography,float8,float8}|geography|i|f
st_quantizecoordinates|{int4,int4,int4,int4,geometry}|geometry|i|f
st_relate|{geometry,geometry}|text|i|f
st_relate|{geometry,geometry,int4}|text|i|f
st_relate|{geometry,geometry,text}|bool|i|f
st_relatematch|{text,text}|bool|i|f
st_removepoint|{geometry,int4}|geometry|i|f
st_removerepeatedpoints|{geometry,float8}|geometry|i|f
st_reverse|{geometry}|geometry|i|f
st_rotate|{float8,geometry,geometry}|geometry|i|f
st_rotate|{geometry,float8}|geometry|i|f
st_rotate|{geometry,float8,float8,float8}|geometry|i|f
st_rotatex|{float8,geometry}|geometry|i|f
st_rotatey|{float8,geometry}|geometry|i|f
st_rotatez|{float8,geometry}|geometry|i|f
st_scale|{float8,float8,geometry}|geometry|i|f
st_scale|{float8,geometry,float8,float8}|geometry|i|f
st_scale|{geometry,geometry}|geometry|i|f
st_scale|{geometry,geometry,geometry}|geometry|i|f
st_segmentize|{geography,float8}|geography|i|f
st_segmentize|{geometry,float8}|geometry|i|f
st_seteffectivearea|{geometry,float8,int4}|geometry|i|f
st_setpoint|{geometry,int4,geometry}|geometry|i|f
st_setsrid|{int4,geography}|geography|i|f
st_setsrid|{int4,geometry}|geometry|i|f
st_sharedpaths|{geometry,geometry}|geometry|i|f
st_shiftlongitude|{geometry}|geometry|i|f
st_shortestline|{geometry,geometry}|geometry|i|f
st_simplify|{geometry,float8}|geometry|i|f
st_simplify|{geometry,float8,bool}|geometry|i|f
st_simplifypreservetopology|{geometry,float8}|geometry|i|f
st_simplifyvw|{geometry,float8}|geometry|i|f
st_snap|{geometry,geometry,float8}|geometry|i|f
st_snaptogrid|{geometry,float8}|geometry|i|f
st_snaptogrid|{geometry,float8,float8}|geometry|i|f
st_snaptogrid|{geometry,float8,float8,float8,float8}|geometry|i|f
st_snaptogrid|{geometry,geometry,float8,float8,float8,float8}|geometry|i|f
st_split|{geometry,geometry}|geometry|i|f
st_srid|{geography}|int4|i|f
st_srid|{geometry}|int4|i|f
st_startpoint|{geometry}|geometry|i|f
st_subdivide|{geometry,int4}|geometry|i|f
st_summary|{geography}|text|i|f
st_summary|{geometry}|text|i|f
st_swapordinates|{geometry,cstring}|geometry|i|f
st_symdifference|{geometry,geometry}|geometry|i|f
st_symmetricdifference|{geometry,geometry}|geometry|i|f
st_tileenvelope|{int4,int4,int4,geometry}|geometry|i|f
st_touches|{geometry,geometry}|bool|i|f
st_transform|{geometry,int4}|geometry|i|f
st_transform|{geometry,text,int4}|geometry|i|f
st_transform|{geometry,text,text}|geometry|i|f
st_transform|{text,geometry}|geometry|i|f
st_translate|{float8,geometry,float8,float8}|geometry|i|f
st_translate|{geometry,float8,float8}|geometry|i|f
st_transscale|{geometry,float8,float8,float8,float8}|geometry|i|f
st_unaryunion|{geometry}|geometry|i|f
st_union|{_geometry}|geometry|i|f
st_union|{geometry}|geometry|i|f
st_union|{geometry,geometry}|geometry|i|f
st_voronoilines|{geometry,float8,geometry}|geometry|i|f
st_voronoipolygons|{geometry,float8,geometry}|geometry|i|f
st_within|{geometry,geometry}|bool|i|f
st_wkbtosql|{bytea}|geometry|i|f
st_wkttosql|{text}|geometry|i|f
st_wrapx|{geometry,float8,float8}|geometry|i|f
st_x|{geometry}|float8|i|f
st_xmax|{box3d}|float8|i|f
st_xmin|{box3d}|float8|i|f
st_y|{geometry}|float8|i|f
st_ymax|{box3d}|float8|i|f
st_ymin|{box3d}|float8|i|f
st_z|{geometry}|float8|i|f
st_zmax|{box3d}|float8|i|f
st_zmflag|{geometry}|int2|i|f
st_zmin|{box3d}|float8|i|f
starts_with|{text,text}|bool|i|t
stddev|{float4}|float8|i|f
stddev|{float8}|float8|i|f
stddev|{int2}|numeric|i|f
stddev|{int4}|numeric|i|f
stddev|{int8}|numeric|i|f
stddev|{numeric}|numeric|i|f
stddev_pop|{float4}|float8|i|f
stddev_pop|{float8}|float8|i|f
stddev_pop|{int2}|numeric|i|f
stddev_pop|{int4}|numeric|i|f
stddev_pop|{int8}|numeric|i|f
stddev_pop|{numeric}|numeric|i|f
stddev_samp|{float4}|float8|i|f
stddev_samp|{float8}|float8|i|f
stddev_samp|{int2}|numeric|i|f
stddev_samp|{int4}|numeric|i|f
stddev_samp|{int8}|numeric|i|f
stddev_samp|{numeric}|numeric|i|f
string_agg|{bytea,bytea}|bytea|i|f
string_agg|{text,text}|text|i|f
string_agg_finalfn|{internal}|text|i|f
string_agg_transfn|{internal,text,text}|internal|i|f
string_to_array|{text,text}|_text|i|f
string_to_array|{text,text,text}|_text|i|f
strip|{tsvector}|tsvector|i|f
strpos|{text,text}|int4|i|f
substr|{int4,bytea}|bytea|i|f
substr|{int4,bytea,int4}|bytea|i|f
substr|{int4,text}|text|i|f
substr|{text,int4,int4}|text|i|f
substring|{bit,int4}|bit|i|f
substring|{bit,int4,int4}|bit|i|f
substring|{bytea,int4}|bytea|i|f
substring|{bytea,int4,int4}|bytea|i|f
substring|{int4,text,int4}|text|i|f
substring|{text,int4}|text|i|f
substring|{text,text}|text|i|f
substring|{text,text,text}|text|i|f
sum|{float4}|float4|i|f
sum|{float8}|float8|i|f
sum|{int2}|int8|i|f
sum|{int4}|int8|i|f
sum|{int8}|numeric|i|f
sum|{interval}|interval|i|f
sum|{money}|money|i|f
sum|{numeric}|numeric|i|f
system|{internal}|tsm_handler|v|f
table_am_handler_in|{cstring}|table_am_handler|i|f
table_am_handler_out|{table_am_handler}|cstring|i|f
table_to_xml|{text,bool,bool,regclass}|xml|s|f
